person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,loan_status,rate_deviation
120000,MORTGAGE,3.0,VENTURE,A,5000,7.49,0.04,N,0,0.15482415173465558
70000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,5000,7.29,0.07,N,0,-0.0451758482653446
65000,MORTGAGE,6.0,EDUCATION,A,10000,6.62,0.15,N,0,-0.7151758482653445
85000,RENT,4.0,DEBTCONSOLIDATION,A,9600,7.51,0.11,N,0,0.17482415173465515
75000,MORTGAGE,3.0,MEDICAL,B,10000,9.91,0.13,N,0,-1.124732843137254
50000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,8.0,0.2,N,0,0.6648241517346554
45000,RENT,2.0,VENTURE,B,10000,10.59,0.22,N,0,-0.44473284313725436
39204,MORTGAGE,7.0,PERSONAL,A,7000,9.32,0.18,N,0,1.9848241517346557
52500,MORTGAGE,7.0,PERSONAL,A,15000,6.99,0.29,N,0,-0.3451758482653444
56000,RENT,1.0,MEDICAL,B,2500,11.49,0.04,N,0,0.455267156862746
30000,RENT,0.0,PERSONAL,D,7200,16.29,0.24,N,1,0.8854012713547874
100000,MORTGAGE,7.0,VENTURE,A,14000,5.79,0.14,N,0,-1.5451758482653446
75000,RENT,1.0,VENTURE,B,1800,11.49,0.02,N,0,0.455267156862746
28800,OWN,2.0,HOMEIMPROVEMENT,B,3300,10.59,0.11,N,0,-0.44473284313725436
40000,RENT,1.0,VENTURE,A,3650,6.91,0.09,N,0,-0.4251758482653445
38400,RENT,7.0,DEBTCONSOLIDATION,C,10000,13.49,0.26,N,0,-0.02034251540413301
110000,MORTGAGE,11.0,MEDICAL,A,15000,7.88,0.14,N,0,0.5448241517346553
50000,RENT,0.0,VENTURE,B,12500,11.71,0.25,N,0,0.6752671568627466
40000,RENT,0.0,EDUCATION,B,7000,8.88,0.17,N,0,-2.1547328431372534
70000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,4000,10.37,0.06,N,0,-0.664732843137255
55000,RENT,7.0,DEBTCONSOLIDATION,B,6000,10.0,0.11,N,0,-1.0347328431372542
100300,RENT,9.0,MEDICAL,D,8500,14.84,0.08,N,1,-0.5645987286452119
40000,RENT,0.0,PERSONAL,C,16000,13.85,0.4,N,1,0.3396574845958664
60000,RENT,1.0,EDUCATION,A,7500,9.32,0.13,N,0,1.9848241517346557
87360,RENT,3.0,DEBTCONSOLIDATION,B,9800,10.65,0.11,N,0,-0.38473284313725387
95000,MORTGAGE,10.0,PERSONAL,B,17000,12.69,0.18,N,0,1.6552671568627453
40000,RENT,2.0,PERSONAL,B,1500,11.71,0.04,N,0,0.6752671568627466
27600,OWN,4.0,MEDICAL,B,6000,11.71,0.22,N,0,0.6752671568627466
42000,OWN,4.0,VENTURE,B,2500,10.59,0.06,N,0,-0.44473284313725436
62000,RENT,2.0,DEBTCONSOLIDATION,B,10000,11.86,0.16,N,0,0.8252671568627452
120000,MORTGAGE,4.0,MEDICAL,A,3600,7.49,0.03,N,0,0.15482415173465558
44000,RENT,4.0,EDUCATION,E,8500,16.32,0.19,N,1,-0.6109613478691784
110000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12000,6.99,0.11,N,0,-0.3451758482653444
96000,MORTGAGE,6.0,EDUCATION,A,4800,6.92,0.05,N,0,-0.4151758482653447
145000,MORTGAGE,8.0,EDUCATION,A,6000,5.79,0.04,N,0,-1.5451758482653446
40000,RENT,5.0,VENTURE,B,7000,11.49,0.17,N,0,0.455267156862746
57000,RENT,17.0,MEDICAL,A,6000,6.76,0.11,N,0,-0.5751758482653448
41600,MORTGAGE,2.0,VENTURE,B,13750,10.83,0.32,N,0,-0.20473284313725415
46500,MORTGAGE,4.0,DEBTCONSOLIDATION,B,10000,9.45,0.21,N,0,-1.584732843137255
75000,RENT,4.0,HOMEIMPROVEMENT,B,20000,12.69,0.27,N,0,1.6552671568627453
63000,MORTGAGE,8.0,PERSONAL,A,12000,7.9,0.19,N,0,0.5648241517346557
90000,MORTGAGE,8.0,MEDICAL,B,12000,11.71,0.13,N,0,0.6752671568627466
70000,MORTGAGE,6.0,PERSONAL,D,3500,15.99,0.05,Y,0,0.5854012713547885
70000,MORTGAGE,9.0,EDUCATION,A,3000,6.39,0.04,N,0,-0.945175848265345
48000,MORTGAGE,5.0,VENTURE,B,4200,10.59,0.09,N,0,-0.44473284313725436
45000,RENT,11.0,EDUCATION,B,7500,10.65,0.17,N,0,-0.38473284313725387
53000,RENT,2.0,DEBTCONSOLIDATION,C,6600,13.99,0.12,N,0,0.479657484595867
45000,MORTGAGE,3.0,MEDICAL,A,6250,5.79,0.14,N,0,-1.5451758482653446
105201,MORTGAGE,19.0,VENTURE,C,15000,13.57,0.14,N,0,0.05965748459586706
120000,MORTGAGE,18.0,HOMEIMPROVEMENT,A,6000,6.03,0.05,N,0,-1.3051758482653444
58650,MORTGAGE,7.0,PERSONAL,D,5000,14.11,0.07,N,1,-1.2945987286452123
45000,MORTGAGE,6.0,VENTURE,A,4800,6.03,0.11,N,0,-1.3051758482653444
52000,RENT,2.0,EDUCATION,C,6000,12.87,0.12,Y,0,-0.640342515404134
39500,RENT,4.0,MEDICAL,A,5000,7.49,0.13,N,0,0.15482415173465558
30000,RENT,1.0,VENTURE,B,5000,11.14,0.17,N,0,0.10526715686274635
80000,RENT,0.0,EDUCATION,B,2400,11.36,0.03,N,0,0.3252671568627452
30000,RENT,7.0,HOMEIMPROVEMENT,A,11000,5.79,0.37,N,1,-1.5451758482653446
36000,RENT,6.0,EDUCATION,A,13000,5.99,0.36,N,1,-1.3451758482653444
67000,MORTGAGE,0.0,PERSONAL,E,10000,17.39,0.15,Y,0,0.45903865213082184
87000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,7.51,0.11,N,0,0.17482415173465515
72000,MORTGAGE,7.0,EDUCATION,A,12000,7.51,0.17,N,0,0.17482415173465515
42000,MORTGAGE,16.0,MEDICAL,A,12000,5.42,0.29,N,0,-1.9151758482653447
65000,MORTGAGE,4.0,PERSONAL,D,24000,14.09,0.37,Y,0,-1.3145987286452119
70000,MORTGAGE,4.0,MEDICAL,A,10000,6.03,0.14,N,0,-1.3051758482653444
45000,MORTGAGE,6.0,VENTURE,A,4200,7.51,0.1,N,0,0.17482415173465515
50000,RENT,6.0,MEDICAL,A,6325,5.42,0.13,N,0,-1.9151758482653447
39000,RENT,9.0,MEDICAL,D,6600,14.46,0.17,Y,1,-0.9445987286452109
35000,RENT,7.0,EDUCATION,B,5600,12.69,0.16,N,0,1.6552671568627453
48000,RENT,1.0,MEDICAL,B,4000,10.99,0.08,N,0,-0.04473284313725401
52000,RENT,5.0,VENTURE,A,10000,5.99,0.19,N,0,-1.3451758482653444
30000,RENT,4.0,DEBTCONSOLIDATION,A,8000,8.9,0.27,N,1,1.5648241517346557
51992,MORTGAGE,7.0,PERSONAL,C,15000,13.98,0.29,Y,0,0.4696574845958672
60000,MORTGAGE,7.0,EDUCATION,B,6000,10.99,0.1,N,0,-0.04473284313725401
54000,RENT,4.0,HOMEIMPROVEMENT,C,17000,13.99,0.32,Y,1,0.479657484595867
40000,RENT,0.0,MEDICAL,B,5000,9.99,0.13,N,0,-1.044732843137254
28800,RENT,0.0,VENTURE,A,2800,7.88,0.1,N,1,0.5448241517346553
110000,RENT,8.0,MEDICAL,C,8000,11.22,0.07,Y,0,-2.2903425154041326
75000,RENT,1.0,MEDICAL,B,7200,9.99,0.1,N,0,-1.044732843137254
30000,RENT,3.0,MEDICAL,B,6000,10.99,0.2,N,0,-0.04473284313725401
55000,MORTGAGE,4.0,VENTURE,A,12500,5.99,0.23,N,0,-1.3451758482653444
48000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,5000,10.36,0.1,N,0,-0.6747328431372548
28800,OWN,2.0,VENTURE,A,9250,8.9,0.32,N,0,1.5648241517346557
72000,MORTGAGE,7.0,PERSONAL,A,8000,8.49,0.11,N,0,1.1548241517346556
60000,MORTGAGE,9.0,HOMEIMPROVEMENT,D,4000,14.96,0.07,Y,0,-0.4445987286452109
90000,MORTGAGE,4.0,EDUCATION,B,5000,10.99,0.06,N,0,-0.04473284313725401
69600,MORTGAGE,9.0,VENTURE,A,5000,7.9,0.07,N,0,0.5648241517346557
50000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,5000,13.57,0.1,Y,0,0.05965748459586706
55200,MORTGAGE,7.0,EDUCATION,B,7000,10.65,0.13,N,0,-0.38473284313725387
30000,OWN,2.0,PERSONAL,C,8000,14.22,0.27,N,0,0.7096574845958674
29120,RENT,0.0,EDUCATION,B,5000,10.99,0.17,N,0,-0.04473284313725401
41600,RENT,3.0,MEDICAL,A,6000,6.03,0.15,N,0,-1.3051758482653444
59500,MORTGAGE,5.0,EDUCATION,C,11000,13.57,0.18,N,0,0.05965748459586706
61656,RENT,4.0,VENTURE,B,15000,10.36,0.24,N,0,-0.6747328431372548
90000,RENT,2.0,PERSONAL,B,7000,11.71,0.08,N,0,0.6752671568627466
100000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,16000,6.54,0.16,N,0,-0.7951758482653446
148080,RENT,0.0,HOMEIMPROVEMENT,C,20000,12.29,0.14,Y,0,-1.220342515404134
40000,RENT,2.0,EDUCATION,B,9000,11.99,0.23,N,0,0.955267156862746
60000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,12000,11.99,0.2,N,0,0.955267156862746
20000,RENT,2.0,VENTURE,A,5000,6.99,0.25,N,0,-0.3451758482653444
40000,OWN,6.0,VENTURE,A,5600,7.9,0.14,N,0,0.5648241517346557
112689,MORTGAGE,10.0,PERSONAL,B,24000,10.99,0.21,N,0,-0.04473284313725401
55000,MORTGAGE,14.0,PERSONAL,A,10000,7.49,0.18,N,0,0.15482415173465558
48000,MORTGAGE,0.0,EDUCATION,C,5400,14.35,0.11,N,0,0.8396574845958664
75000,RENT,10.0,DEBTCONSOLIDATION,C,12000,12.68,0.16,N,0,-0.8303425154041335
70000,RENT,8.0,DEBTCONSOLIDATION,C,5000,13.98,0.07,Y,0,0.4696574845958672
58650,RENT,4.0,MEDICAL,D,10000,14.09,0.14,Y,1,-1.3145987286452119
33600,RENT,12.0,MEDICAL,A,3000,5.42,0.09,N,0,-1.9151758482653447
49000,RENT,0.0,PERSONAL,D,12000,15.31,0.24,Y,1,-0.09459872864521124
91800,MORTGAGE,13.0,MEDICAL,B,8400,11.99,0.09,N,0,0.955267156862746
100000,MORTGAGE,8.0,VENTURE,D,14000,15.62,0.14,N,0,0.21540127135478748
96000,RENT,6.0,EDUCATION,B,17400,11.71,0.18,N,0,0.6752671568627466
26000,RENT,1.0,EDUCATION,D,2400,15.65,0.09,Y,1,0.24540127135478862
99518,MORTGAGE,8.0,PERSONAL,A,8000,7.14,0.08,N,0,-0.19517584826534495
75000,RENT,13.0,DEBTCONSOLIDATION,A,10000,6.92,0.13,N,0,-0.4151758482653447
120000,MORTGAGE,13.0,VENTURE,B,6000,11.71,0.05,N,0,0.6752671568627466
75000,RENT,0.0,EDUCATION,A,20000,6.91,0.27,N,0,-0.4251758482653445
50000,RENT,2.0,MEDICAL,B,5000,10.38,0.1,N,0,-0.6547328431372534
69743,MORTGAGE,3.0,VENTURE,B,3000,9.91,0.04,N,0,-1.124732843137254
130000,MORTGAGE,0.0,PERSONAL,D,25000,14.96,0.19,Y,0,-0.4445987286452109
57996,RENT,2.0,EDUCATION,B,4000,10.75,0.07,N,0,-0.2847328431372542
79650,RENT,3.0,PERSONAL,E,6000,16.32,0.09,N,1,-0.6109613478691784
30000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,5500,11.49,0.18,N,0,0.455267156862746
120000,RENT,0.0,DEBTCONSOLIDATION,B,30000,12.69,0.25,N,0,1.6552671568627453
40000,RENT,7.0,EDUCATION,B,5400,9.99,0.14,N,0,-1.044732843137254
84000,RENT,5.0,EDUCATION,A,6000,8.94,0.07,N,0,1.6048241517346549
37000,MORTGAGE,1.0,PERSONAL,A,7000,8.49,0.19,N,1,1.1548241517346556
60000,MORTGAGE,7.0,EDUCATION,B,5000,11.36,0.08,N,0,0.3252671568627452
32000,RENT,1.0,MEDICAL,B,5000,10.36,0.16,N,0,-0.6747328431372548
35004,RENT,0.0,VENTURE,A,11000,8.94,0.31,N,0,1.6048241517346549
50000,OWN,5.0,VENTURE,C,7000,13.47,0.14,N,0,-0.040342515404132584
62000,MORTGAGE,0.0,EDUCATION,A,6000,7.51,0.1,N,0,0.17482415173465515
75000,RENT,9.0,MEDICAL,A,9200,6.03,0.12,N,0,-1.3051758482653444
55000,RENT,7.0,EDUCATION,A,10000,8.94,0.18,N,0,1.6048241517346549
60000,MORTGAGE,9.0,PERSONAL,A,8000,7.14,0.13,N,0,-0.19517584826534495
60000,MORTGAGE,0.0,PERSONAL,B,4800,11.49,0.08,N,0,0.455267156862746
35000,RENT,1.0,PERSONAL,D,3500,16.29,0.1,N,1,0.8854012713547874
50000,OWN,2.0,PERSONAL,A,16800,7.88,0.32,N,0,0.5448241517346553
70000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,15000,6.03,0.21,N,0,-1.3051758482653444
33600,RENT,4.0,EDUCATION,C,4000,13.72,0.12,N,0,0.20965748459586742
65000,MORTGAGE,7.0,PERSONAL,A,5000,7.4,0.08,N,0,0.06482415173465572
70000,RENT,1.0,MEDICAL,C,7000,13.79,0.1,Y,0,0.2796574845958659
50000,RENT,0.0,PERSONAL,C,3000,13.22,0.06,Y,0,-0.2903425154041326
120000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,16000,8.94,0.13,N,0,1.6048241517346549
65000,RENT,0.0,EDUCATION,C,6000,13.35,0.09,N,0,-0.16034251540413358
25000,RENT,1.0,VENTURE,C,5000,12.84,0.2,N,0,-0.6703425154041334
72000,RENT,9.0,HOMEIMPROVEMENT,C,25000,12.99,0.35,Y,1,-0.520342515404133
26400,RENT,5.0,VENTURE,A,6000,8.59,0.23,N,0,1.2548241517346552
45000,RENT,2.0,EDUCATION,B,5000,10.0,0.11,N,0,-1.0347328431372542
54990,RENT,1.0,PERSONAL,C,10000,14.72,0.18,Y,0,1.2096574845958674
96000,MORTGAGE,10.0,DEBTCONSOLIDATION,C,10000,12.73,0.1,Y,0,-0.7803425154041328
38000,OWN,0.0,MEDICAL,C,13250,12.87,0.36,N,0,-0.640342515404134
35000,OWN,2.0,EDUCATION,B,8000,11.11,0.23,N,0,0.07526715686274521
150000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,21000,13.49,0.14,Y,0,-0.02034251540413301
25000,RENT,3.0,DEBTCONSOLIDATION,B,9000,10.99,0.37,N,1,-0.04473284313725401
18000,RENT,0.0,MEDICAL,B,1500,11.14,0.08,N,0,0.10526715686274635
66000,MORTGAGE,4.0,EDUCATION,B,10000,10.62,0.15,N,0,-0.414732843137255
60000,RENT,1.0,HOMEIMPROVEMENT,C,4800,12.68,0.08,N,0,-0.8303425154041335
40000,MORTGAGE,4.0,PERSONAL,A,10000,7.51,0.25,N,0,0.17482415173465515
30000,RENT,5.0,MEDICAL,A,5000,6.62,0.17,N,0,-0.7151758482653445
43000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6625,7.66,0.15,N,0,0.3248241517346555
25000,OWN,1.0,PERSONAL,B,3000,10.99,0.12,N,0,-0.04473284313725401
55900,RENT,2.0,EDUCATION,B,17000,10.37,0.3,N,0,-0.664732843137255
60000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,7.49,0.17,N,0,0.15482415173465558
45000,RENT,1.0,PERSONAL,A,12800,7.51,0.29,N,1,0.17482415173465515
120000,OWN,12.0,PERSONAL,A,15000,6.03,0.12,N,0,-1.3051758482653444
116664,RENT,8.0,EDUCATION,B,10000,10.75,0.09,N,0,-0.2847328431372542
95000,MORTGAGE,2.0,EDUCATION,B,7000,11.49,0.07,N,0,0.455267156862746
48000,MORTGAGE,8.0,VENTURE,B,5000,11.36,0.1,N,0,0.3252671568627452
75000,MORTGAGE,2.0,EDUCATION,C,20000,12.73,0.27,N,0,-0.7803425154041328
37800,MORTGAGE,5.0,HOMEIMPROVEMENT,A,7000,5.79,0.19,N,0,-1.5451758482653446
40000,RENT,3.0,EDUCATION,A,7000,8.0,0.17,N,0,0.6648241517346554
45000,RENT,3.0,EDUCATION,D,8000,15.7,0.18,Y,0,0.29540127135478755
31200,RENT,2.0,DEBTCONSOLIDATION,B,15000,10.71,0.48,N,1,-0.32473284313725337
72000,MORTGAGE,8.0,PERSONAL,B,12000,11.89,0.17,N,0,0.8552671568627463
55000,RENT,10.0,VENTURE,B,8000,12.21,0.15,N,0,1.1752671568627466
85000,RENT,3.0,PERSONAL,C,10000,12.87,0.12,Y,0,-0.640342515404134
85000,RENT,7.0,EDUCATION,A,10000,7.88,0.12,N,0,0.5448241517346553
72000,RENT,8.0,PERSONAL,C,15000,12.84,0.21,N,0,-0.6703425154041334
120000,RENT,4.0,MEDICAL,D,12000,15.65,0.1,Y,0,0.24540127135478862
58195,RENT,3.0,PERSONAL,B,11000,10.0,0.19,N,0,-1.0347328431372542
85000,MORTGAGE,5.0,MEDICAL,A,10000,7.51,0.12,N,0,0.17482415173465515
175000,MORTGAGE,13.0,HOMEIMPROVEMENT,C,20000,13.48,0.11,Y,0,-0.030342515404132797
50000,RENT,7.0,VENTURE,A,20000,6.54,0.4,N,1,-0.7951758482653446
32000,MORTGAGE,5.0,VENTURE,B,2500,11.99,0.08,N,0,0.955267156862746
110000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,6000,14.22,0.05,N,0,0.7096574845958674
36000,MORTGAGE,7.0,VENTURE,C,10000,14.27,0.28,N,1,0.7596574845958664
72000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7500,6.39,0.1,N,0,-0.945175848265345
36000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,5000,12.53,0.14,N,0,-0.9803425154041339
95000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,12000,13.11,0.13,Y,0,-0.4003425154041338
65000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,10.99,0.15,N,0,-0.04473284313725401
32400,RENT,11.0,DEBTCONSOLIDATION,A,4500,8.9,0.14,N,0,1.5648241517346557
30000,RENT,0.0,EDUCATION,A,4500,7.66,0.15,N,0,0.3248241517346555
60000,RENT,5.0,EDUCATION,A,6000,9.32,0.1,N,0,1.9848241517346557
130000,RENT,1.0,VENTURE,C,15000,14.26,0.11,Y,0,0.7496574845958666
60000,OWN,7.0,EDUCATION,C,15000,13.16,0.25,Y,0,-0.3503425154041331
60000,RENT,3.0,MEDICAL,C,10000,13.22,0.17,N,0,-0.2903425154041326
60000,MORTGAGE,2.0,MEDICAL,B,15000,10.25,0.25,N,0,-0.7847328431372542
65004,MORTGAGE,8.0,EDUCATION,A,6000,6.03,0.09,N,0,-1.3051758482653444
70000,MORTGAGE,0.0,PERSONAL,A,13000,6.17,0.19,N,0,-1.1651758482653447
60000,MORTGAGE,17.0,EDUCATION,A,2500,7.49,0.04,N,0,0.15482415173465558
175000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,30000,7.9,0.15,N,0,0.5648241517346557
42000,RENT,0.0,DEBTCONSOLIDATION,E,7200,16.7,0.17,N,1,-0.23096134786917943
98000,OWN,7.0,VENTURE,A,10000,7.9,0.1,N,0,0.5648241517346557
45600,MORTGAGE,5.0,MEDICAL,A,1450,6.76,0.03,N,0,-0.5751758482653448
30000,RENT,0.0,EDUCATION,C,7500,11.28,0.25,N,0,-2.230342515404134
70000,RENT,7.0,DEBTCONSOLIDATION,B,7000,12.69,0.1,N,0,1.6552671568627453
80000,OWN,1.0,MEDICAL,B,15000,11.49,0.19,N,0,0.455267156862746
70000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,4000,15.7,0.06,N,0,0.29540127135478755
54000,RENT,8.0,PERSONAL,C,10000,13.99,0.19,Y,0,0.479657484595867
38500,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7000,5.42,0.18,N,0,-1.9151758482653447
54000,MORTGAGE,13.0,PERSONAL,C,10000,12.73,0.19,N,0,-0.7803425154041328
120000,RENT,5.0,MEDICAL,B,10000,11.49,0.08,N,0,0.455267156862746
44964,RENT,2.0,EDUCATION,A,5600,8.94,0.12,N,0,1.6048241517346549
38000,MORTGAGE,4.0,VENTURE,A,7800,7.9,0.19,N,0,0.5648241517346557
140000,MORTGAGE,3.0,MEDICAL,B,8000,11.49,0.06,N,0,0.455267156862746
36000,RENT,2.0,MEDICAL,C,5000,12.68,0.14,N,0,-0.8303425154041335
45000,MORTGAGE,6.0,MEDICAL,A,6200,7.29,0.13,N,0,-0.0451758482653446
70000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12500,11.99,0.18,N,0,0.955267156862746
25200,RENT,2.0,HOMEIMPROVEMENT,B,10000,11.48,0.4,N,1,0.4452671568627462
30000,RENT,0.0,DEBTCONSOLIDATION,F,8500,19.04,0.27,Y,1,0.4290604026845628
36600,MORTGAGE,3.0,EDUCATION,B,3000,10.25,0.08,N,0,-0.7847328431372542
30000,RENT,2.0,VENTURE,D,5000,14.42,0.17,N,1,-0.9845987286452118
42000,RENT,2.0,MEDICAL,A,8000,8.94,0.19,N,0,1.6048241517346549
45000,RENT,1.0,EDUCATION,B,8000,10.39,0.18,N,0,-0.6447328431372537
160000,MORTGAGE,8.0,VENTURE,A,15000,7.88,0.09,N,0,0.5448241517346553
35000,RENT,0.0,MEDICAL,C,8000,13.92,0.23,N,0,0.4096574845958667
54792,RENT,0.0,DEBTCONSOLIDATION,C,5000,13.61,0.09,Y,0,0.09965748459586621
31200,RENT,4.0,PERSONAL,B,6000,9.99,0.19,N,0,-1.044732843137254
58000,MORTGAGE,2.0,VENTURE,C,13000,13.11,0.23,N,0,-0.4003425154041338
65000,RENT,6.0,VENTURE,E,15000,15.95,0.23,N,0,-0.9809613478691794
56524,RENT,15.0,HOMEIMPROVEMENT,B,25000,9.91,0.37,N,1,-1.124732843137254
45000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,15000,10.59,0.33,N,0,-0.44473284313725436
85000,RENT,11.0,DEBTCONSOLIDATION,A,3600,6.99,0.04,N,0,-0.3451758482653444
42000,RENT,9.0,VENTURE,B,12000,10.38,0.29,N,0,-0.6547328431372534
50000,RENT,9.0,EDUCATION,C,2000,13.79,0.04,N,0,0.2796574845958659
90000,MORTGAGE,7.0,VENTURE,C,6000,12.99,0.07,N,0,-0.520342515404133
45792,RENT,2.0,PERSONAL,D,16000,13.24,0.37,N,1,-2.1645987286452115
30000,RENT,0.0,MEDICAL,C,7500,13.23,0.25,N,0,-0.2803425154041328
30636,RENT,4.0,MEDICAL,B,10000,10.99,0.33,N,1,-0.04473284313725401
58000,MORTGAGE,2.0,MEDICAL,A,3000,5.42,0.05,N,0,-1.9151758482653447
67000,RENT,13.0,PERSONAL,C,15900,13.04,0.23,Y,0,-0.4703425154041341
53004,RENT,2.0,MEDICAL,B,10000,11.86,0.19,N,0,0.8252671568627452
45900,RENT,6.0,DEBTCONSOLIDATION,C,8400,13.79,0.18,N,0,0.2796574845958659
66800,RENT,3.0,PERSONAL,D,9500,16.29,0.14,Y,0,0.8854012713547874
75000,RENT,2.0,PERSONAL,C,10000,13.49,0.13,N,0,-0.02034251540413301
108000,RENT,3.0,HOMEIMPROVEMENT,D,10000,13.12,0.09,N,0,-2.2845987286452125
40000,MORTGAGE,7.0,PERSONAL,A,10000,5.99,0.25,N,0,-1.3451758482653444
69500,OWN,7.0,VENTURE,B,15000,10.65,0.22,N,0,-0.38473284313725387
49000,RENT,6.0,EDUCATION,B,6000,10.36,0.12,N,0,-0.6747328431372548
55000,MORTGAGE,4.0,EDUCATION,B,3250,10.62,0.06,N,0,-0.414732843137255
125000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7200,11.71,0.06,N,0,0.6752671568627466
30000,RENT,3.0,MEDICAL,D,5000,15.99,0.17,Y,1,0.5854012713547885
85000,MORTGAGE,2.0,PERSONAL,B,15000,10.59,0.18,N,0,-0.44473284313725436
48000,RENT,5.0,HOMEIMPROVEMENT,B,6000,11.49,0.13,N,1,0.455267156862746
36000,RENT,3.0,EDUCATION,A,6725,7.9,0.19,N,1,0.5648241517346557
47000,MORTGAGE,10.0,EDUCATION,A,6000,7.14,0.13,N,0,-0.19517584826534495
60000,MORTGAGE,6.0,MEDICAL,B,4000,10.65,0.07,N,0,-0.38473284313725387
72000,MORTGAGE,3.0,VENTURE,A,10000,7.88,0.14,N,0,0.5448241517346553
51600,RENT,3.0,PERSONAL,B,15000,10.37,0.29,N,0,-0.664732843137255
60000,RENT,9.0,PERSONAL,A,7000,7.14,0.12,N,0,-0.19517584826534495
49270,RENT,9.0,HOMEIMPROVEMENT,C,10000,13.22,0.2,Y,1,-0.2903425154041326
30000,RENT,2.0,PERSONAL,B,2000,9.99,0.07,N,0,-1.044732843137254
54996,RENT,2.0,DEBTCONSOLIDATION,B,2500,11.12,0.05,N,0,0.085267156862745
48000,RENT,1.0,EDUCATION,A,4500,7.49,0.09,N,0,0.15482415173465558
80000,MORTGAGE,14.0,HOMEIMPROVEMENT,B,25000,11.12,0.31,N,0,0.085267156862745
50000,OWN,3.0,PERSONAL,A,4900,8.94,0.1,N,0,1.6048241517346549
60000,OWN,5.0,MEDICAL,A,5000,5.42,0.08,N,0,-1.9151758482653447
91800,MORTGAGE,6.0,MEDICAL,D,16800,15.62,0.17,Y,1,0.21540127135478748
140987,MORTGAGE,5.0,MEDICAL,A,6450,5.99,0.05,N,0,-1.3451758482653444
43000,RENT,7.0,EDUCATION,C,10000,14.65,0.23,N,0,1.1396574845958671
110000,MORTGAGE,0.0,VENTURE,A,6000,8.49,0.05,N,0,1.1548241517346556
48000,MORTGAGE,5.0,VENTURE,B,2500,11.99,0.05,N,0,0.955267156862746
24000,RENT,7.0,DEBTCONSOLIDATION,D,3500,14.11,0.14,Y,1,-1.2945987286452123
47000,RENT,0.0,PERSONAL,A,6000,9.63,0.13,N,1,2.294824151734656
55000,RENT,3.0,PERSONAL,A,7500,6.03,0.14,N,0,-1.3051758482653444
55000,RENT,2.0,MEDICAL,A,10000,7.88,0.18,N,0,0.5448241517346553
30000,RENT,0.0,PERSONAL,B,7000,9.99,0.23,N,1,-1.044732843137254
36000,RENT,3.0,DEBTCONSOLIDATION,B,12000,11.36,0.33,N,1,0.3252671568627452
25200,RENT,2.0,EDUCATION,C,8000,13.23,0.32,N,1,-0.2803425154041328
65000,RENT,0.0,PERSONAL,C,10000,13.49,0.15,N,0,-0.02034251540413301
80000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,21000,10.59,0.26,N,0,-0.44473284313725436
130000,MORTGAGE,1.0,VENTURE,B,30000,9.91,0.23,N,0,-1.124732843137254
65000,MORTGAGE,10.0,PERSONAL,A,9600,7.49,0.15,N,0,0.15482415173465558
40000,OWN,2.0,MEDICAL,B,5000,12.53,0.13,N,0,1.4952671568627451
44000,RENT,2.0,MEDICAL,C,3500,12.23,0.08,Y,0,-1.2803425154041328
38400,RENT,2.0,EDUCATION,A,4500,7.88,0.11,N,0,0.5448241517346553
75000,RENT,1.0,EDUCATION,B,8000,12.53,0.11,N,0,1.4952671568627451
120000,MORTGAGE,13.0,MEDICAL,A,10000,7.29,0.08,N,0,-0.0451758482653446
88000,RENT,2.0,EDUCATION,A,10000,6.54,0.11,N,0,-0.7951758482653446
42500,MORTGAGE,8.0,EDUCATION,B,8000,12.21,0.19,N,0,1.1752671568627466
45000,RENT,3.0,PERSONAL,A,5200,6.99,0.12,N,0,-0.3451758482653444
24996,OWN,0.0,EDUCATION,B,5000,12.69,0.2,N,0,1.6552671568627453
