person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,loan_status
30000,RENT,4.0,DEBTCONSOLIDATION,A,8000,8.9,0.27,N,1
51992,MORTGAGE,7.0,PERSONAL,C,15000,13.98,0.29,Y,0
60000,MORTGAGE,7.0,EDUCATION,B,6000,10.99,0.1,N,0
54000,RENT,4.0,HOMEIMPROVEMENT,C,17000,13.99,0.32,Y,1
40000,RENT,0.0,MEDICAL,B,5000,9.99,0.13,N,0
28800,RENT,0.0,VENTURE,A,2800,7.88,0.1,N,1
110000,RENT,8.0,MEDICAL,C,8000,11.22,0.07,Y,0
75000,RENT,1.0,MEDICAL,B,7200,9.99,0.1,N,0
30000,RENT,3.0,MEDICAL,B,6000,10.99,0.2,N,0
55000,MORTGAGE,4.0,VENTURE,A,12500,5.99,0.23,N,0
48000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,5000,10.36,0.1,N,0
28800,OWN,2.0,VENTURE,A,9250,8.9,0.32,N,0
72000,MORTGAGE,7.0,PERSONAL,A,8000,8.49,0.11,N,0
60000,MORTGAGE,9.0,HOMEIMPROVEMENT,D,4000,14.96,0.07,Y,0
90000,MORTGAGE,4.0,EDUCATION,B,5000,10.99,0.06,N,0
69600,MORTGAGE,9.0,VENTURE,A,5000,7.9,0.07,N,0
50000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,5000,13.57,0.1,Y,0
55200,MORTGAGE,7.0,EDUCATION,B,7000,10.65,0.13,N,0
30000,OWN,2.0,PERSONAL,C,8000,14.22,0.27,N,0
29120,RENT,0.0,EDUCATION,B,5000,10.99,0.17,N,0
41600,RENT,3.0,MEDICAL,A,6000,6.03,0.15,N,0
59500,MORTGAGE,5.0,EDUCATION,C,11000,13.57,0.18,N,0
61656,RENT,4.0,VENTURE,B,15000,10.36,0.24,N,0
90000,RENT,2.0,PERSONAL,B,7000,11.71,0.08,N,0
100000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,16000,6.54,0.16,N,0
148080,RENT,0.0,HOMEIMPROVEMENT,C,20000,12.29,0.14,Y,0
40000,RENT,2.0,EDUCATION,B,9000,11.99,0.23,N,0
60000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,12000,11.99,0.2,N,0
20000,RENT,2.0,VENTURE,A,5000,6.99,0.25,N,0
40000,OWN,6.0,VENTURE,A,5600,7.9,0.14,N,0
112689,MORTGAGE,10.0,PERSONAL,B,24000,10.99,0.21,N,0
55000,MORTGAGE,14.0,PERSONAL,A,10000,7.49,0.18,N,0
48000,MORTGAGE,0.0,EDUCATION,C,5400,14.35,0.11,N,0
75000,RENT,10.0,DEBTCONSOLIDATION,C,12000,12.68,0.16,N,0
70000,RENT,8.0,DEBTCONSOLIDATION,C,5000,13.98,0.07,Y,0
58650,RENT,4.0,MEDICAL,D,10000,14.09,0.14,Y,1
33600,RENT,12.0,MEDICAL,A,3000,5.42,0.09,N,0
49000,RENT,0.0,PERSONAL,D,12000,15.31,0.24,Y,1
91800,MORTGAGE,13.0,MEDICAL,B,8400,11.99,0.09,N,0
100000,MORTGAGE,8.0,VENTURE,D,14000,15.62,0.14,N,0
96000,RENT,6.0,EDUCATION,B,17400,11.71,0.18,N,0
26000,RENT,1.0,EDUCATION,D,2400,15.65,0.09,Y,1
99518,MORTGAGE,8.0,PERSONAL,A,8000,7.14,0.08,N,0
75000,RENT,13.0,DEBTCONSOLIDATION,A,10000,6.92,0.13,N,0
120000,MORTGAGE,13.0,VENTURE,B,6000,11.71,0.05,N,0
75000,RENT,0.0,EDUCATION,A,20000,6.91,0.27,N,0
50000,RENT,2.0,MEDICAL,B,5000,10.38,0.1,N,0
69743,MORTGAGE,3.0,VENTURE,B,3000,9.91,0.04,N,0
130000,MORTGAGE,0.0,PERSONAL,D,25000,14.96,0.19,Y,0
57996,RENT,2.0,EDUCATION,B,4000,10.75,0.07,N,0
79650,RENT,3.0,PERSONAL,E,6000,16.32,0.09,N,1
30000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,5500,11.49,0.18,N,0
120000,RENT,0.0,DEBTCONSOLIDATION,B,30000,12.69,0.25,N,0
40000,RENT,7.0,EDUCATION,B,5400,9.99,0.14,N,0
84000,RENT,5.0,EDUCATION,A,6000,8.94,0.07,N,0
37000,MORTGAGE,1.0,PERSONAL,A,7000,8.49,0.19,N,1
60000,MORTGAGE,7.0,EDUCATION,B,5000,11.36,0.08,N,0
32000,RENT,1.0,MEDICAL,B,5000,10.36,0.16,N,0
35004,RENT,0.0,VENTURE,A,11000,8.94,0.31,N,0
50000,OWN,5.0,VENTURE,C,7000,13.47,0.14,N,0
62000,MORTGAGE,0.0,EDUCATION,A,6000,7.51,0.1,N,0
75000,RENT,9.0,MEDICAL,A,9200,6.03,0.12,N,0
55000,RENT,7.0,EDUCATION,A,10000,8.94,0.18,N,0
60000,MORTGAGE,9.0,PERSONAL,A,8000,7.14,0.13,N,0
60000,MORTGAGE,0.0,PERSONAL,B,4800,11.49,0.08,N,0
35000,RENT,1.0,PERSONAL,D,3500,16.29,0.1,N,1
50000,OWN,2.0,PERSONAL,A,16800,7.88,0.32,N,0
70000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,15000,6.03,0.21,N,0
33600,RENT,4.0,EDUCATION,C,4000,13.72,0.12,N,0
65000,MORTGAGE,7.0,PERSONAL,A,5000,7.4,0.08,N,0
70000,RENT,1.0,MEDICAL,C,7000,13.79,0.1,Y,0
50000,RENT,0.0,PERSONAL,C,3000,13.22,0.06,Y,0
120000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,16000,8.94,0.13,N,0
65000,RENT,0.0,EDUCATION,C,6000,13.35,0.09,N,0
25000,RENT,1.0,VENTURE,C,5000,12.84,0.2,N,0
72000,RENT,9.0,HOMEIMPROVEMENT,C,25000,12.99,0.35,Y,1
26400,RENT,5.0,VENTURE,A,6000,8.59,0.23,N,0
45000,RENT,2.0,EDUCATION,B,5000,10.0,0.11,N,0
54990,RENT,1.0,PERSONAL,C,10000,14.72,0.18,Y,0
96000,MORTGAGE,10.0,DEBTCONSOLIDATION,C,10000,12.73,0.1,Y,0
38000,OWN,0.0,MEDICAL,C,13250,12.87,0.36,N,0
35000,OWN,2.0,EDUCATION,B,8000,11.11,0.23,N,0
150000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,21000,13.49,0.14,Y,0
25000,RENT,3.0,DEBTCONSOLIDATION,B,9000,10.99,0.37,N,1
18000,RENT,0.0,MEDICAL,B,1500,11.14,0.08,N,0
66000,MORTGAGE,4.0,EDUCATION,B,10000,10.62,0.15,N,0
60000,RENT,1.0,HOMEIMPROVEMENT,C,4800,12.68,0.08,N,0
40000,MORTGAGE,4.0,PERSONAL,A,10000,7.51,0.25,N,0
30000,RENT,5.0,MEDICAL,A,5000,6.62,0.17,N,0
43000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6625,7.66,0.15,N,0
25000,OWN,1.0,PERSONAL,B,3000,10.99,0.12,N,0
55900,RENT,2.0,EDUCATION,B,17000,10.37,0.3,N,0
60000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,7.49,0.17,N,0
45000,RENT,1.0,PERSONAL,A,12800,7.51,0.29,N,1
120000,OWN,12.0,PERSONAL,A,15000,6.03,0.12,N,0
116664,RENT,8.0,EDUCATION,B,10000,10.75,0.09,N,0
95000,MORTGAGE,2.0,EDUCATION,B,7000,11.49,0.07,N,0
48000,MORTGAGE,8.0,VENTURE,B,5000,11.36,0.1,N,0
75000,MORTGAGE,2.0,EDUCATION,C,20000,12.73,0.27,N,0
37800,MORTGAGE,5.0,HOMEIMPROVEMENT,A,7000,5.79,0.19,N,0
40000,RENT,3.0,EDUCATION,A,7000,8.0,0.17,N,0
45000,RENT,3.0,EDUCATION,D,8000,15.7,0.18,Y,0
31200,RENT,2.0,DEBTCONSOLIDATION,B,15000,10.71,0.48,N,1
72000,MORTGAGE,8.0,PERSONAL,B,12000,11.89,0.17,N,0
55000,RENT,10.0,VENTURE,B,8000,12.21,0.15,N,0
85000,RENT,3.0,PERSONAL,C,10000,12.87,0.12,Y,0
85000,RENT,7.0,EDUCATION,A,10000,7.88,0.12,N,0
72000,RENT,8.0,PERSONAL,C,15000,12.84,0.21,N,0
120000,RENT,4.0,MEDICAL,D,12000,15.65,0.1,Y,0
58195,RENT,3.0,PERSONAL,B,11000,10.0,0.19,N,0
85000,MORTGAGE,5.0,MEDICAL,A,10000,7.51,0.12,N,0
175000,MORTGAGE,13.0,HOMEIMPROVEMENT,C,20000,13.48,0.11,Y,0
50000,RENT,7.0,VENTURE,A,20000,6.54,0.4,N,1
32000,MORTGAGE,5.0,VENTURE,B,2500,11.99,0.08,N,0
110000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,6000,14.22,0.05,N,0
36000,MORTGAGE,7.0,VENTURE,C,10000,14.27,0.28,N,1
72000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7500,6.39,0.1,N,0
36000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,5000,12.53,0.14,N,0
95000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,12000,13.11,0.13,Y,0
65000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,10.99,0.15,N,0
32400,RENT,11.0,DEBTCONSOLIDATION,A,4500,8.9,0.14,N,0
30000,RENT,0.0,EDUCATION,A,4500,7.66,0.15,N,0
60000,RENT,5.0,EDUCATION,A,6000,9.32,0.1,N,0
130000,RENT,1.0,VENTURE,C,15000,14.26,0.11,Y,0
60000,OWN,7.0,EDUCATION,C,15000,13.16,0.25,Y,0
60000,RENT,3.0,MEDICAL,C,10000,13.22,0.17,N,0
60000,MORTGAGE,2.0,MEDICAL,B,15000,10.25,0.25,N,0
65004,MORTGAGE,8.0,EDUCATION,A,6000,6.03,0.09,N,0
70000,MORTGAGE,0.0,PERSONAL,A,13000,6.17,0.19,N,0
60000,MORTGAGE,17.0,EDUCATION,A,2500,7.49,0.04,N,0
175000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,30000,7.9,0.15,N,0
42000,RENT,0.0,DEBTCONSOLIDATION,E,7200,16.7,0.17,N,1
98000,OWN,7.0,VENTURE,A,10000,7.9,0.1,N,0
45600,MORTGAGE,5.0,MEDICAL,A,1450,6.76,0.03,N,0
30000,RENT,0.0,EDUCATION,C,7500,11.28,0.25,N,0
70000,RENT,7.0,DEBTCONSOLIDATION,B,7000,12.69,0.1,N,0
80000,OWN,1.0,MEDICAL,B,15000,11.49,0.19,N,0
70000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,4000,15.7,0.06,N,0
54000,RENT,8.0,PERSONAL,C,10000,13.99,0.19,Y,0
38500,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7000,5.42,0.18,N,0
54000,MORTGAGE,13.0,PERSONAL,C,10000,12.73,0.19,N,0
120000,RENT,5.0,MEDICAL,B,10000,11.49,0.08,N,0
44964,RENT,2.0,EDUCATION,A,5600,8.94,0.12,N,0
38000,MORTGAGE,4.0,VENTURE,A,7800,7.9,0.19,N,0
140000,MORTGAGE,3.0,MEDICAL,B,8000,11.49,0.06,N,0
36000,RENT,2.0,MEDICAL,C,5000,12.68,0.14,N,0
45000,MORTGAGE,6.0,MEDICAL,A,6200,7.29,0.13,N,0
70000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12500,11.99,0.18,N,0
25200,RENT,2.0,HOMEIMPROVEMENT,B,10000,11.48,0.4,N,1
30000,RENT,0.0,DEBTCONSOLIDATION,F,8500,19.04,0.27,Y,1
36600,MORTGAGE,3.0,EDUCATION,B,3000,10.25,0.08,N,0
30000,RENT,2.0,VENTURE,D,5000,14.42,0.17,N,1
42000,RENT,2.0,MEDICAL,A,8000,8.94,0.19,N,0
45000,RENT,1.0,EDUCATION,B,8000,10.39,0.18,N,0
160000,MORTGAGE,8.0,VENTURE,A,15000,7.88,0.09,N,0
35000,RENT,0.0,MEDICAL,C,8000,13.92,0.23,N,0
54792,RENT,0.0,DEBTCONSOLIDATION,C,5000,13.61,0.09,Y,0
31200,RENT,4.0,PERSONAL,B,6000,9.99,0.19,N,0
58000,MORTGAGE,2.0,VENTURE,C,13000,13.11,0.23,N,0
65000,RENT,6.0,VENTURE,E,15000,15.95,0.23,N,0
56524,RENT,15.0,HOMEIMPROVEMENT,B,25000,9.91,0.37,N,1
45000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,15000,10.59,0.33,N,0
85000,RENT,11.0,DEBTCONSOLIDATION,A,3600,6.99,0.04,N,0
42000,RENT,9.0,VENTURE,B,12000,10.38,0.29,N,0
50000,RENT,9.0,EDUCATION,C,2000,13.79,0.04,N,0
90000,MORTGAGE,7.0,VENTURE,C,6000,12.99,0.07,N,0
45792,RENT,2.0,PERSONAL,D,16000,13.24,0.37,N,1
30000,RENT,0.0,MEDICAL,C,7500,13.23,0.25,N,0
30636,RENT,4.0,MEDICAL,B,10000,10.99,0.33,N,1
58000,MORTGAGE,2.0,MEDICAL,A,3000,5.42,0.05,N,0
67000,RENT,13.0,PERSONAL,C,15900,13.04,0.23,Y,0
53004,RENT,2.0,MEDICAL,B,10000,11.86,0.19,N,0
45900,RENT,6.0,DEBTCONSOLIDATION,C,8400,13.79,0.18,N,0
66800,RENT,3.0,PERSONAL,D,9500,16.29,0.14,Y,0
75000,RENT,2.0,PERSONAL,C,10000,13.49,0.13,N,0
108000,RENT,3.0,HOMEIMPROVEMENT,D,10000,13.12,0.09,N,0
40000,MORTGAGE,7.0,PERSONAL,A,10000,5.99,0.25,N,0
69500,OWN,7.0,VENTURE,B,15000,10.65,0.22,N,0
49000,RENT,6.0,EDUCATION,B,6000,10.36,0.12,N,0
55000,MORTGAGE,4.0,EDUCATION,B,3250,10.62,0.06,N,0
125000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7200,11.71,0.06,N,0
30000,RENT,3.0,MEDICAL,D,5000,15.99,0.17,Y,1
85000,MORTGAGE,2.0,PERSONAL,B,15000,10.59,0.18,N,0
48000,RENT,5.0,HOMEIMPROVEMENT,B,6000,11.49,0.13,N,1
36000,RENT,3.0,EDUCATION,A,6725,7.9,0.19,N,1
47000,MORTGAGE,10.0,EDUCATION,A,6000,7.14,0.13,N,0
60000,MORTGAGE,6.0,MEDICAL,B,4000,10.65,0.07,N,0
72000,MORTGAGE,3.0,VENTURE,A,10000,7.88,0.14,N,0
51600,RENT,3.0,PERSONAL,B,15000,10.37,0.29,N,0
60000,RENT,9.0,PERSONAL,A,7000,7.14,0.12,N,0
49270,RENT,9.0,HOMEIMPROVEMENT,C,10000,13.22,0.2,Y,1
30000,RENT,2.0,PERSONAL,B,2000,9.99,0.07,N,0
54996,RENT,2.0,DEBTCONSOLIDATION,B,2500,11.12,0.05,N,0
48000,RENT,1.0,EDUCATION,A,4500,7.49,0.09,N,0
80000,MORTGAGE,14.0,HOMEIMPROVEMENT,B,25000,11.12,0.31,N,0
50000,OWN,3.0,PERSONAL,A,4900,8.94,0.1,N,0
60000,OWN,5.0,MEDICAL,A,5000,5.42,0.08,N,0
91800,MORTGAGE,6.0,MEDICAL,D,16800,15.62,0.17,Y,1
140987,MORTGAGE,5.0,MEDICAL,A,6450,5.99,0.05,N,0
43000,RENT,7.0,EDUCATION,C,10000,14.65,0.23,N,0
110000,MORTGAGE,0.0,VENTURE,A,6000,8.49,0.05,N,0
48000,MORTGAGE,5.0,VENTURE,B,2500,11.99,0.05,N,0
24000,RENT,7.0,DEBTCONSOLIDATION,D,3500,14.11,0.14,Y,1
47000,RENT,0.0,PERSONAL,A,6000,9.63,0.13,N,1
55000,RENT,3.0,PERSONAL,A,7500,6.03,0.14,N,0
55000,RENT,2.0,MEDICAL,A,10000,7.88,0.18,N,0
30000,RENT,0.0,PERSONAL,B,7000,9.99,0.23,N,1
36000,RENT,3.0,DEBTCONSOLIDATION,B,12000,11.36,0.33,N,1
25200,RENT,2.0,EDUCATION,C,8000,13.23,0.32,N,1
65000,RENT,0.0,PERSONAL,C,10000,13.49,0.15,N,0
80000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,21000,10.59,0.26,N,0
130000,MORTGAGE,1.0,VENTURE,B,30000,9.91,0.23,N,0
65000,MORTGAGE,10.0,PERSONAL,A,9600,7.49,0.15,N,0
40000,OWN,2.0,MEDICAL,B,5000,12.53,0.13,N,0
44000,RENT,2.0,MEDICAL,C,3500,12.23,0.08,Y,0
38400,RENT,2.0,EDUCATION,A,4500,7.88,0.11,N,0
75000,RENT,1.0,EDUCATION,B,8000,12.53,0.11,N,0
120000,MORTGAGE,13.0,MEDICAL,A,10000,7.29,0.08,N,0
88000,RENT,2.0,EDUCATION,A,10000,6.54,0.11,N,0
42500,MORTGAGE,8.0,EDUCATION,B,8000,12.21,0.19,N,0
45000,RENT,3.0,PERSONAL,A,5200,6.99,0.12,N,0
24996,OWN,0.0,EDUCATION,B,5000,12.69,0.2,N,0
30000,RENT,7.0,PERSONAL,B,7500,12.42,0.25,N,0
30996,RENT,2.0,DEBTCONSOLIDATION,A,1500,7.05,0.05,N,0
175000,MORTGAGE,4.0,EDUCATION,A,10000,7.51,0.04,N,0
102000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,7000,11.66,0.07,N,0
42500,RENT,0.0,MEDICAL,B,3500,9.99,0.08,N,0
100800,MORTGAGE,6.0,VENTURE,B,12000,12.67,0.12,N,0
55000,RENT,3.0,DEBTCONSOLIDATION,C,7500,13.22,0.14,N,0
60000,MORTGAGE,6.0,VENTURE,A,3000,7.66,0.05,N,0
60000,RENT,2.0,HOMEIMPROVEMENT,C,12000,12.23,0.2,Y,0
45000,RENT,0.0,PERSONAL,A,8000,8.94,0.18,N,0
75000,MORTGAGE,8.0,EDUCATION,A,4000,7.29,0.05,N,0
30000,RENT,4.0,MEDICAL,A,5000,7.9,0.17,N,0
60000,RENT,2.0,PERSONAL,C,12000,13.22,0.2,N,0
45000,OWN,5.0,VENTURE,A,5000,7.88,0.11,N,0
60000,MORTGAGE,6.0,EDUCATION,A,12000,7.9,0.2,N,0
100000,MORTGAGE,6.0,EDUCATION,A,12000,8.94,0.12,N,0
45000,RENT,1.0,PERSONAL,C,8000,12.99,0.18,N,0
50000,RENT,6.0,EDUCATION,C,6000,12.53,0.12,Y,0
70000,MORTGAGE,4.0,VENTURE,A,10000,7.49,0.14,N,0
42000,RENT,3.0,DEBTCONSOLIDATION,A,4500,7.51,0.11,N,0
52000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,10.99,0.19,N,0
36000,MORTGAGE,0.0,MEDICAL,A,5000,5.42,0.14,N,0
62000,RENT,0.0,PERSONAL,D,7500,15.05,0.12,N,1
57768,MORTGAGE,5.0,PERSONAL,B,13000,10.37,0.22,N,0
45000,OWN,2.0,EDUCATION,A,4200,5.79,0.1,N,0
85000,MORTGAGE,0.0,VENTURE,A,8000,5.99,0.1,N,0
133000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,3000,8.0,0.02,N,0
99996,MORTGAGE,8.0,EDUCATION,A,10000,5.42,0.1,N,0
34000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,10000,14.54,0.29,N,1
110000,MORTGAGE,11.0,PERSONAL,A,3600,6.03,0.03,N,0
42000,RENT,2.0,VENTURE,B,5000,10.59,0.12,N,0
51996,MORTGAGE,6.0,VENTURE,A,6000,7.88,0.12,N,0
39000,RENT,1.0,EDUCATION,C,12000,13.22,0.31,Y,1
75000,MORTGAGE,5.0,EDUCATION,B,15000,11.99,0.2,N,0
36000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9000,5.99,0.25,N,0
60000,MORTGAGE,6.0,MEDICAL,B,10000,11.12,0.17,N,0
62800,RENT,5.0,MEDICAL,E,20000,17.04,0.32,N,1
82500,MORTGAGE,6.0,VENTURE,A,11500,7.51,0.14,N,0
70000,RENT,4.0,EDUCATION,C,20000,14.27,0.29,N,0
50000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,8000,7.9,0.16,N,0
38220,MORTGAGE,7.0,MEDICAL,B,14400,10.99,0.4,N,0
50000,RENT,5.0,PERSONAL,A,10000,7.88,0.2,N,0
110000,RENT,14.0,MEDICAL,A,12000,8.94,0.11,N,0
60000,RENT,7.0,EDUCATION,A,7000,7.14,0.12,N,0
56000,RENT,3.0,VENTURE,B,9500,9.7,0.17,N,0
45000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,12000,6.62,0.27,N,0
75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,15000,6.03,0.2,N,0
50000,RENT,2.0,VENTURE,C,4000,12.53,0.08,N,0
70000,RENT,1.0,DEBTCONSOLIDATION,A,3600,7.49,0.05,N,0
75000,OWN,9.0,VENTURE,A,10000,9.63,0.13,N,0
40000,RENT,16.0,EDUCATION,A,8000,7.29,0.2,N,0
83000,MORTGAGE,4.0,EDUCATION,D,25000,15.95,0.3,Y,0
42000,RENT,0.0,PERSONAL,D,14000,14.96,0.35,N,1
88296,MORTGAGE,8.0,HOMEIMPROVEMENT,B,15000,11.58,0.17,N,0
65000,RENT,2.0,HOMEIMPROVEMENT,B,3200,11.71,0.05,N,0
56000,RENT,2.0,MEDICAL,C,9000,12.87,0.16,N,0
50000,OWN,13.0,VENTURE,A,20000,6.54,0.4,N,0
50000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4000,10.25,0.08,N,0
45000,RENT,3.0,MEDICAL,B,10000,10.37,0.22,N,0
60000,RENT,0.0,DEBTCONSOLIDATION,A,3000,7.29,0.05,N,0
70000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,10000,14.26,0.14,Y,0
57000,RENT,3.0,EDUCATION,A,13000,5.42,0.23,N,0
140000,RENT,2.0,VENTURE,A,8400,6.99,0.06,N,0
172000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,15000,6.91,0.09,N,0
83500,RENT,3.0,VENTURE,B,3500,11.83,0.04,N,0
70000,MORTGAGE,12.0,EDUCATION,A,3500,6.62,0.05,N,0
140000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,18000,6.91,0.13,N,0
60000,MORTGAGE,6.0,PERSONAL,A,12000,7.29,0.2,N,0
65000,RENT,3.0,DEBTCONSOLIDATION,C,3100,13.49,0.05,Y,0
50000,MORTGAGE,6.0,VENTURE,A,6000,7.9,0.12,N,0
66300,RENT,4.0,DEBTCONSOLIDATION,A,6000,6.92,0.09,N,0
56100,RENT,0.0,MEDICAL,C,20000,13.47,0.39,N,1
40000,RENT,0.0,EDUCATION,A,6000,6.17,0.15,N,0
40000,RENT,5.0,EDUCATION,A,5000,7.88,0.13,N,0
29000,RENT,3.0,PERSONAL,B,4000,10.95,0.14,N,0
50000,RENT,2.0,DEBTCONSOLIDATION,C,3600,14.35,0.07,Y,0
56920,RENT,8.0,MEDICAL,D,4000,15.05,0.07,Y,1
65000,RENT,6.0,DEBTCONSOLIDATION,A,10000,6.03,0.15,N,0
35000,RENT,5.0,MEDICAL,A,8000,8.9,0.23,N,0
60000,RENT,16.0,VENTURE,C,6000,14.27,0.1,Y,0
50000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,7000,7.51,0.14,N,0
50000,MORTGAGE,6.0,VENTURE,A,5000,6.62,0.1,N,0
20000,RENT,4.0,MEDICAL,A,5000,8.59,0.25,N,0
60000,RENT,1.0,EDUCATION,B,18000,10.75,0.3,N,0
80000,MORTGAGE,4.0,EDUCATION,A,7000,7.14,0.09,N,0
51360,RENT,5.0,VENTURE,B,10000,12.42,0.19,N,0
120000,MORTGAGE,7.0,MEDICAL,B,25000,10.99,0.21,N,0
98000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,10000,6.62,0.1,N,1
50000,RENT,6.0,DEBTCONSOLIDATION,B,10000,12.69,0.2,N,0
49700,RENT,0.0,MEDICAL,B,6000,10.37,0.12,N,0
60000,RENT,0.0,PERSONAL,C,8000,13.57,0.13,N,0
95000,MORTGAGE,1.0,VENTURE,B,2400,9.91,0.03,N,0
68000,MORTGAGE,5.0,EDUCATION,A,5000,7.51,0.07,N,0
65000,MORTGAGE,3.0,VENTURE,B,13750,9.88,0.22,N,0
72000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,5.42,0.08,N,0
90000,MORTGAGE,13.0,DEBTCONSOLIDATION,B,14400,11.99,0.16,N,0
100000,MORTGAGE,7.0,EDUCATION,A,1200,8.32,0.01,N,0
80000,MORTGAGE,8.0,VENTURE,B,5000,11.99,0.06,N,0
138000,RENT,2.0,PERSONAL,B,14000,12.69,0.1,N,1
64000,RENT,1.0,HOMEIMPROVEMENT,D,9000,15.57,0.14,Y,1
29120,RENT,1.0,VENTURE,B,5500,11.11,0.19,N,0
36996,RENT,1.0,MEDICAL,A,10000,5.99,0.27,N,0
70000,RENT,3.0,EDUCATION,D,8000,16.29,0.11,Y,0
40000,RENT,0.0,VENTURE,B,12000,10.25,0.3,N,0
96000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,9000,5.99,0.09,N,0
52000,RENT,5.0,HOMEIMPROVEMENT,C,7000,12.98,0.13,N,0
70000,RENT,5.0,MEDICAL,B,5000,10.39,0.07,N,0
73000,MORTGAGE,2.0,PERSONAL,B,10000,9.88,0.14,N,0
21600,MORTGAGE,0.0,MEDICAL,A,6000,7.88,0.28,N,0
65000,RENT,6.0,DEBTCONSOLIDATION,B,9600,12.42,0.15,N,0
30000,RENT,6.0,MEDICAL,A,6000,7.51,0.2,N,0
30000,MORTGAGE,6.0,PERSONAL,B,10000,10.65,0.33,N,0
125000,RENT,7.0,MEDICAL,A,8000,7.29,0.06,N,0
60000,OWN,11.0,HOMEIMPROVEMENT,A,4000,7.9,0.07,N,0
57000,RENT,3.0,HOMEIMPROVEMENT,D,20000,14.54,0.36,N,1
67000,RENT,3.0,VENTURE,D,10400,15.21,0.15,N,0
48000,MORTGAGE,0.0,EDUCATION,A,3500,8.94,0.07,N,0
70000,RENT,0.0,HOMEIMPROVEMENT,B,19200,12.69,0.28,N,0
76500,MORTGAGE,19.0,MEDICAL,A,14750,6.62,0.2,N,0
52000,RENT,10.0,PERSONAL,B,16000,12.69,0.31,N,1
63945,RENT,6.0,VENTURE,A,3500,7.9,0.05,N,0
58000,RENT,8.0,VENTURE,B,14000,10.38,0.24,N,0
53408,MORTGAGE,8.0,EDUCATION,A,1400,8.9,0.03,N,0
33000,RENT,2.0,DEBTCONSOLIDATION,D,7000,14.96,0.21,Y,1
60000,RENT,1.0,MEDICAL,C,5000,12.87,0.08,Y,0
60000,RENT,3.0,PERSONAL,C,7000,12.68,0.12,Y,0
40000,RENT,5.0,DEBTCONSOLIDATION,A,5000,7.29,0.13,N,0
110000,RENT,5.0,PERSONAL,A,14000,5.42,0.13,N,0
38000,MORTGAGE,2.0,VENTURE,A,6000,5.99,0.16,N,0
63000,MORTGAGE,6.0,MEDICAL,A,5250,5.99,0.09,N,0
30000,RENT,0.0,VENTURE,A,5000,9.32,0.17,N,0
38400,MORTGAGE,5.0,EDUCATION,D,3500,15.65,0.09,N,0
90000,MORTGAGE,21.0,VENTURE,B,4000,11.71,0.04,N,0
30000,RENT,4.0,PERSONAL,C,5000,10.78,0.17,N,0
58125,MORTGAGE,0.0,PERSONAL,A,3000,7.51,0.05,N,0
32000,OWN,1.0,VENTURE,C,15000,13.48,0.47,N,0
75000,MORTGAGE,9.0,PERSONAL,B,6000,10.62,0.08,N,0
62000,MORTGAGE,6.0,PERSONAL,A,10000,6.99,0.16,N,0
75000,OWN,7.0,EDUCATION,B,12000,12.69,0.16,N,0
100000,RENT,4.0,DEBTCONSOLIDATION,C,14400,13.85,0.14,Y,0
30000,MORTGAGE,14.0,EDUCATION,A,3000,7.51,0.1,N,0
