person_income,person_home_ownership,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,loan_status,intent_default_risk
72000,RENT,8.0,C,15000,12.84,0.21,0,3
120000,RENT,4.0,D,12000,15.65,0.1,0,11
58195,RENT,3.0,B,11000,10.0,0.19,0,3
85000,MORTGAGE,5.0,A,10000,7.51,0.12,0,5
175000,MORTGAGE,13.0,C,20000,13.48,0.11,0,10
50000,RENT,7.0,A,20000,6.54,0.4,1,1
32000,MORTGAGE,5.0,B,2500,11.99,0.08,0,1
110000,MORTGAGE,5.0,C,6000,14.22,0.05,0,4
36000,MORTGAGE,7.0,C,10000,14.27,0.28,1,1
72000,MORTGAGE,6.0,A,7500,6.39,0.1,0,6
36000,MORTGAGE,2.0,C,5000,12.53,0.14,0,6
95000,MORTGAGE,7.0,C,12000,13.11,0.13,0,12
65000,MORTGAGE,7.0,B,10000,10.99,0.15,0,6
32400,RENT,11.0,A,4500,8.9,0.14,0,6
30000,RENT,0.0,A,4500,7.66,0.15,0,2
60000,RENT,5.0,A,6000,9.32,0.1,0,2
130000,RENT,1.0,C,15000,14.26,0.11,0,7
60000,OWN,7.0,C,15000,13.16,0.25,0,8
60000,RENT,3.0,C,10000,13.22,0.17,0,5
60000,MORTGAGE,2.0,B,15000,10.25,0.25,0,5
65004,MORTGAGE,8.0,A,6000,6.03,0.09,0,2
70000,MORTGAGE,0.0,A,13000,6.17,0.19,0,3
60000,MORTGAGE,17.0,A,2500,7.49,0.04,0,2
175000,MORTGAGE,8.0,A,30000,7.9,0.15,0,6
42000,RENT,0.0,E,7200,16.7,0.17,1,6
98000,OWN,7.0,A,10000,7.9,0.1,0,1
45600,MORTGAGE,5.0,A,1450,6.76,0.03,0,5
30000,RENT,0.0,C,7500,11.28,0.25,0,2
70000,RENT,7.0,B,7000,12.69,0.1,0,6
80000,OWN,1.0,B,15000,11.49,0.19,0,5
70000,MORTGAGE,1.0,D,4000,15.7,0.06,0,4
54000,RENT,8.0,C,10000,13.99,0.19,0,9
38500,MORTGAGE,5.0,A,7000,5.42,0.18,0,6
54000,MORTGAGE,13.0,C,10000,12.73,0.19,0,3
120000,RENT,5.0,B,10000,11.49,0.08,0,5
44964,RENT,2.0,A,5600,8.94,0.12,0,2
38000,MORTGAGE,4.0,A,7800,7.9,0.19,0,1
140000,MORTGAGE,3.0,B,8000,11.49,0.06,0,5
36000,RENT,2.0,C,5000,12.68,0.14,0,5
45000,MORTGAGE,6.0,A,6200,7.29,0.13,0,5
70000,MORTGAGE,5.0,B,12500,11.99,0.18,0,4
25200,RENT,2.0,B,10000,11.48,0.4,1,4
30000,RENT,0.0,F,8500,19.04,0.27,1,12
36600,MORTGAGE,3.0,B,3000,10.25,0.08,0,2
30000,RENT,2.0,D,5000,14.42,0.17,1,1
42000,RENT,2.0,A,8000,8.94,0.19,0,5
45000,RENT,1.0,B,8000,10.39,0.18,0,2
160000,MORTGAGE,8.0,A,15000,7.88,0.09,0,1
35000,RENT,0.0,C,8000,13.92,0.23,0,5
54792,RENT,0.0,C,5000,13.61,0.09,0,12
31200,RENT,4.0,B,6000,9.99,0.19,0,3
58000,MORTGAGE,2.0,C,13000,13.11,0.23,0,1
65000,RENT,6.0,E,15000,15.95,0.23,0,1
56524,RENT,15.0,B,25000,9.91,0.37,1,4
45000,MORTGAGE,6.0,B,15000,10.59,0.33,0,6
85000,RENT,11.0,A,3600,6.99,0.04,0,6
42000,RENT,9.0,B,12000,10.38,0.29,0,1
50000,RENT,9.0,C,2000,13.79,0.04,0,2
90000,MORTGAGE,7.0,C,6000,12.99,0.07,0,1
45792,RENT,2.0,D,16000,13.24,0.37,1,3
30000,RENT,0.0,C,7500,13.23,0.25,0,5
30636,RENT,4.0,B,10000,10.99,0.33,1,5
58000,MORTGAGE,2.0,A,3000,5.42,0.05,0,5
67000,RENT,13.0,C,15900,13.04,0.23,0,9
53004,RENT,2.0,B,10000,11.86,0.19,0,5
45900,RENT,6.0,C,8400,13.79,0.18,0,6
66800,RENT,3.0,D,9500,16.29,0.14,0,9
75000,RENT,2.0,C,10000,13.49,0.13,0,3
108000,RENT,3.0,D,10000,13.12,0.09,0,4
40000,MORTGAGE,7.0,A,10000,5.99,0.25,0,3
69500,OWN,7.0,B,15000,10.65,0.22,0,1
49000,RENT,6.0,B,6000,10.36,0.12,0,2
55000,MORTGAGE,4.0,B,3250,10.62,0.06,0,2
125000,MORTGAGE,7.0,B,7200,11.71,0.06,0,6
30000,RENT,3.0,D,5000,15.99,0.17,1,11
85000,MORTGAGE,2.0,B,15000,10.59,0.18,0,3
48000,RENT,5.0,B,6000,11.49,0.13,1,4
36000,RENT,3.0,A,6725,7.9,0.19,1,2
47000,MORTGAGE,10.0,A,6000,7.14,0.13,0,2
60000,MORTGAGE,6.0,B,4000,10.65,0.07,0,5
72000,MORTGAGE,3.0,A,10000,7.88,0.14,0,1
51600,RENT,3.0,B,15000,10.37,0.29,0,3
60000,RENT,9.0,A,7000,7.14,0.12,0,3
49270,RENT,9.0,C,10000,13.22,0.2,1,10
30000,RENT,2.0,B,2000,9.99,0.07,0,3
54996,RENT,2.0,B,2500,11.12,0.05,0,6
48000,RENT,1.0,A,4500,7.49,0.09,0,2
80000,MORTGAGE,14.0,B,25000,11.12,0.31,0,4
50000,OWN,3.0,A,4900,8.94,0.1,0,3
60000,OWN,5.0,A,5000,5.42,0.08,0,5
91800,MORTGAGE,6.0,D,16800,15.62,0.17,1,11
140987,MORTGAGE,5.0,A,6450,5.99,0.05,0,5
43000,RENT,7.0,C,10000,14.65,0.23,0,2
110000,MORTGAGE,0.0,A,6000,8.49,0.05,0,1
48000,MORTGAGE,5.0,B,2500,11.99,0.05,0,1
24000,RENT,7.0,D,3500,14.11,0.14,1,12
47000,RENT,0.0,A,6000,9.63,0.13,1,3
55000,RENT,3.0,A,7500,6.03,0.14,0,3
55000,RENT,2.0,A,10000,7.88,0.18,0,5
30000,RENT,0.0,B,7000,9.99,0.23,1,3
36000,RENT,3.0,B,12000,11.36,0.33,1,6
25200,RENT,2.0,C,8000,13.23,0.32,1,2
65000,RENT,0.0,C,10000,13.49,0.15,0,3
80000,MORTGAGE,9.0,B,21000,10.59,0.26,0,4
130000,MORTGAGE,1.0,B,30000,9.91,0.23,0,1
65000,MORTGAGE,10.0,A,9600,7.49,0.15,0,3
40000,OWN,2.0,B,5000,12.53,0.13,0,5
44000,RENT,2.0,C,3500,12.23,0.08,0,11
38400,RENT,2.0,A,4500,7.88,0.11,0,2
75000,RENT,1.0,B,8000,12.53,0.11,0,2
120000,MORTGAGE,13.0,A,10000,7.29,0.08,0,5
88000,RENT,2.0,A,10000,6.54,0.11,0,2
42500,MORTGAGE,8.0,B,8000,12.21,0.19,0,2
45000,RENT,3.0,A,5200,6.99,0.12,0,3
24996,OWN,0.0,B,5000,12.69,0.2,0,2
30000,RENT,7.0,B,7500,12.42,0.25,0,3
30996,RENT,2.0,A,1500,7.05,0.05,0,6
175000,MORTGAGE,4.0,A,10000,7.51,0.04,0,2
102000,MORTGAGE,7.0,C,7000,11.66,0.07,0,6
42500,RENT,0.0,B,3500,9.99,0.08,0,5
100800,MORTGAGE,6.0,B,12000,12.67,0.12,0,1
55000,RENT,3.0,C,7500,13.22,0.14,0,6
60000,MORTGAGE,6.0,A,3000,7.66,0.05,0,1
60000,RENT,2.0,C,12000,12.23,0.2,0,10
45000,RENT,0.0,A,8000,8.94,0.18,0,3
75000,MORTGAGE,8.0,A,4000,7.29,0.05,0,2
30000,RENT,4.0,A,5000,7.9,0.17,0,5
60000,RENT,2.0,C,12000,13.22,0.2,0,3
45000,OWN,5.0,A,5000,7.88,0.11,0,1
60000,MORTGAGE,6.0,A,12000,7.9,0.2,0,2
100000,MORTGAGE,6.0,A,12000,8.94,0.12,0,2
45000,RENT,1.0,C,8000,12.99,0.18,0,3
50000,RENT,6.0,C,6000,12.53,0.12,0,8
70000,MORTGAGE,4.0,A,10000,7.49,0.14,0,1
42000,RENT,3.0,A,4500,7.51,0.11,0,6
52000,MORTGAGE,7.0,B,10000,10.99,0.19,0,6
36000,MORTGAGE,0.0,A,5000,5.42,0.14,0,5
62000,RENT,0.0,D,7500,15.05,0.12,1,3
57768,MORTGAGE,5.0,B,13000,10.37,0.22,0,3
45000,OWN,2.0,A,4200,5.79,0.1,0,2
85000,MORTGAGE,0.0,A,8000,5.99,0.1,0,1
133000,MORTGAGE,3.0,A,3000,8.0,0.02,0,4
99996,MORTGAGE,8.0,A,10000,5.42,0.1,0,2
34000,MORTGAGE,7.0,D,10000,14.54,0.29,1,6
110000,MORTGAGE,11.0,A,3600,6.03,0.03,0,3
42000,RENT,2.0,B,5000,10.59,0.12,0,1
51996,MORTGAGE,6.0,A,6000,7.88,0.12,0,1
39000,RENT,1.0,C,12000,13.22,0.31,1,8
75000,MORTGAGE,5.0,B,15000,11.99,0.2,0,2
36000,MORTGAGE,3.0,A,9000,5.99,0.25,0,6
60000,MORTGAGE,6.0,B,10000,11.12,0.17,0,5
62800,RENT,5.0,E,20000,17.04,0.32,1,5
82500,MORTGAGE,6.0,A,11500,7.51,0.14,0,1
70000,RENT,4.0,C,20000,14.27,0.29,0,2
50000,MORTGAGE,7.0,A,8000,7.9,0.16,0,6
38220,MORTGAGE,7.0,B,14400,10.99,0.4,0,5
50000,RENT,5.0,A,10000,7.88,0.2,0,3
110000,RENT,14.0,A,12000,8.94,0.11,0,5
60000,RENT,7.0,A,7000,7.14,0.12,0,2
56000,RENT,3.0,B,9500,9.7,0.17,0,1
45000,MORTGAGE,8.0,A,12000,6.62,0.27,0,4
75000,MORTGAGE,6.0,A,15000,6.03,0.2,0,6
50000,RENT,2.0,C,4000,12.53,0.08,0,1
70000,RENT,1.0,A,3600,7.49,0.05,0,6
75000,OWN,9.0,A,10000,9.63,0.13,0,1
40000,RENT,16.0,A,8000,7.29,0.2,0,2
83000,MORTGAGE,4.0,D,25000,15.95,0.3,0,8
42000,RENT,0.0,D,14000,14.96,0.35,1,3
88296,MORTGAGE,8.0,B,15000,11.58,0.17,0,4
65000,RENT,2.0,B,3200,11.71,0.05,0,4
56000,RENT,2.0,C,9000,12.87,0.16,0,5
50000,OWN,13.0,A,20000,6.54,0.4,0,1
50000,MORTGAGE,6.0,B,4000,10.25,0.08,0,6
45000,RENT,3.0,B,10000,10.37,0.22,0,5
60000,RENT,0.0,A,3000,7.29,0.05,0,6
70000,MORTGAGE,10.0,C,10000,14.26,0.14,0,10
57000,RENT,3.0,A,13000,5.42,0.23,0,2
140000,RENT,2.0,A,8400,6.99,0.06,0,1
172000,MORTGAGE,4.0,A,15000,6.91,0.09,0,4
83500,RENT,3.0,B,3500,11.83,0.04,0,1
70000,MORTGAGE,12.0,A,3500,6.62,0.05,0,2
140000,MORTGAGE,5.0,A,18000,6.91,0.13,0,6
60000,MORTGAGE,6.0,A,12000,7.29,0.2,0,3
65000,RENT,3.0,C,3100,13.49,0.05,0,12
50000,MORTGAGE,6.0,A,6000,7.9,0.12,0,1
66300,RENT,4.0,A,6000,6.92,0.09,0,6
56100,RENT,0.0,C,20000,13.47,0.39,1,5
40000,RENT,0.0,A,6000,6.17,0.15,0,2
40000,RENT,5.0,A,5000,7.88,0.13,0,2
29000,RENT,3.0,B,4000,10.95,0.14,0,3
50000,RENT,2.0,C,3600,14.35,0.07,0,12
56920,RENT,8.0,D,4000,15.05,0.07,1,11
65000,RENT,6.0,A,10000,6.03,0.15,0,6
35000,RENT,5.0,A,8000,8.9,0.23,0,5
60000,RENT,16.0,C,6000,14.27,0.1,0,7
50000,MORTGAGE,3.0,A,7000,7.51,0.14,0,6
50000,MORTGAGE,6.0,A,5000,6.62,0.1,0,1
20000,RENT,4.0,A,5000,8.59,0.25,0,5
60000,RENT,1.0,B,18000,10.75,0.3,0,2
80000,MORTGAGE,4.0,A,7000,7.14,0.09,0,2
51360,RENT,5.0,B,10000,12.42,0.19,0,1
120000,MORTGAGE,7.0,B,25000,10.99,0.21,0,5
98000,MORTGAGE,7.0,A,10000,6.62,0.1,1,4
50000,RENT,6.0,B,10000,12.69,0.2,0,6
49700,RENT,0.0,B,6000,10.37,0.12,0,5
60000,RENT,0.0,C,8000,13.57,0.13,0,3
95000,MORTGAGE,1.0,B,2400,9.91,0.03,0,1
68000,MORTGAGE,5.0,A,5000,7.51,0.07,0,2
65000,MORTGAGE,3.0,B,13750,9.88,0.22,0,1
72000,MORTGAGE,6.0,A,6000,5.42,0.08,0,6
90000,MORTGAGE,13.0,B,14400,11.99,0.16,0,6
100000,MORTGAGE,7.0,A,1200,8.32,0.01,0,2
80000,MORTGAGE,8.0,B,5000,11.99,0.06,0,1
138000,RENT,2.0,B,14000,12.69,0.1,1,3
64000,RENT,1.0,D,9000,15.57,0.14,1,10
29120,RENT,1.0,B,5500,11.11,0.19,0,1
36996,RENT,1.0,A,10000,5.99,0.27,0,5
70000,RENT,3.0,D,8000,16.29,0.11,0,8
40000,RENT,0.0,B,12000,10.25,0.3,0,1
96000,MORTGAGE,1.0,A,9000,5.99,0.09,0,6
52000,RENT,5.0,C,7000,12.98,0.13,0,4
70000,RENT,5.0,B,5000,10.39,0.07,0,5
73000,MORTGAGE,2.0,B,10000,9.88,0.14,0,3
21600,MORTGAGE,0.0,A,6000,7.88,0.28,0,5
65000,RENT,6.0,B,9600,12.42,0.15,0,6
30000,RENT,6.0,A,6000,7.51,0.2,0,5
30000,MORTGAGE,6.0,B,10000,10.65,0.33,0,3
125000,RENT,7.0,A,8000,7.29,0.06,0,5
60000,OWN,11.0,A,4000,7.9,0.07,0,4
57000,RENT,3.0,D,20000,14.54,0.36,1,4
67000,RENT,3.0,D,10400,15.21,0.15,0,1
48000,MORTGAGE,0.0,A,3500,8.94,0.07,0,2
70000,RENT,0.0,B,19200,12.69,0.28,0,4
76500,MORTGAGE,19.0,A,14750,6.62,0.2,0,5
52000,RENT,10.0,B,16000,12.69,0.31,1,3
63945,RENT,6.0,A,3500,7.9,0.05,0,1
58000,RENT,8.0,B,14000,10.38,0.24,0,1
53408,MORTGAGE,8.0,A,1400,8.9,0.03,0,2
33000,RENT,2.0,D,7000,14.96,0.21,1,12
60000,RENT,1.0,C,5000,12.87,0.08,0,11
60000,RENT,3.0,C,7000,12.68,0.12,0,9
40000,RENT,5.0,A,5000,7.29,0.13,0,6
110000,RENT,5.0,A,14000,5.42,0.13,0,3
38000,MORTGAGE,2.0,A,6000,5.99,0.16,0,1
63000,MORTGAGE,6.0,A,5250,5.99,0.09,0,5
30000,RENT,0.0,A,5000,9.32,0.17,0,1
38400,MORTGAGE,5.0,D,3500,15.65,0.09,0,2
90000,MORTGAGE,21.0,B,4000,11.71,0.04,0,1
30000,RENT,4.0,C,5000,10.78,0.17,0,3
58125,MORTGAGE,0.0,A,3000,7.51,0.05,0,3
32000,OWN,1.0,C,15000,13.48,0.47,0,1
75000,MORTGAGE,9.0,B,6000,10.62,0.08,0,3
62000,MORTGAGE,6.0,A,10000,6.99,0.16,0,3
75000,OWN,7.0,B,12000,12.69,0.16,0,2
100000,RENT,4.0,C,14400,13.85,0.14,0,12
30000,MORTGAGE,14.0,A,3000,7.51,0.1,0,2
62000,RENT,5.0,A,6200,7.29,0.1,0,2
50000,RENT,1.0,C,8000,12.87,0.16,0,5
72400,MORTGAGE,4.0,C,25000,13.85,0.35,0,2
61000,RENT,0.0,E,20000,14.7,0.33,1,4
75996,MORTGAGE,9.0,A,10000,7.74,0.13,0,4
44000,RENT,3.0,A,2000,7.66,0.05,0,2
62200,RENT,8.0,B,15000,12.21,0.24,0,3
25000,MORTGAGE,7.0,C,14000,12.84,0.05,1,8
130000,MORTGAGE,12.0,B,15000,10.0,0.12,0,4
100000,RENT,0.0,C,14400,13.61,0.14,0,3
40000,RENT,4.0,A,10000,7.49,0.25,0,1
24000,RENT,1.0,D,1000,16.29,0.04,1,6
120000,RENT,2.0,C,10000,13.16,0.08,0,8
40000,MORTGAGE,4.0,D,10000,15.95,0.25,1,6
14400,OWN,0.0,A,1200,7.74,0.08,0,5
56000,RENT,0.0,B,4800,11.49,0.09,0,3
100000,MORTGAGE,3.0,C,5000,13.57,0.05,0,7
19200,RENT,1.0,C,4000,14.35,0.21,1,7
57000,RENT,3.0,C,20000,14.27,0.35,1,4
51600,RENT,1.0,D,3000,16.29,0.06,1,7
50000,RENT,0.0,C,5275,12.53,0.11,0,4
60000,MORTGAGE,14.0,B,5100,11.12,0.09,0,6
108000,RENT,3.0,D,35000,15.62,0.32,1,1
76000,RENT,2.0,C,8200,13.11,0.11,0,12
100000,MORTGAGE,17.0,A,17000,7.49,0.17,0,3
41000,RENT,2.0,B,5000,9.25,0.12,0,5
65000,RENT,4.0,C,12000,14.27,0.18,0,9
70000,OTHER,0.0,A,9500,8.07,0.14,0,6
40000,MORTGAGE,2.0,A,5000,7.51,0.13,0,2
45000,RENT,4.0,B,4000,10.59,0.09,0,3
48000,RENT,5.0,E,10000,17.56,0.21,1,11
15000,RENT,0.0,B,3000,11.12,0.2,1,5
140000,MORTGAGE,8.0,C,12000,13.49,0.09,0,7
56400,RENT,1.0,C,4000,12.23,0.07,0,8
50000,RENT,6.0,B,15000,9.88,0.3,0,6
85000,MORTGAGE,11.0,B,24000,11.49,0.28,0,5
50000,MORTGAGE,8.0,B,5000,12.18,0.1,0,2
70000,RENT,0.0,B,3000,10.99,0.04,0,1
39000,RENT,8.0,B,7500,9.96,0.18,0,5
89000,MORTGAGE,0.0,A,14000,7.88,0.16,0,4
60000,RENT,5.0,B,15000,11.89,0.25,0,6
40000,MORTGAGE,8.0,A,3000,5.99,0.07,0,6
30000,MORTGAGE,7.0,B,4000,10.99,0.13,1,3
46330,MORTGAGE,6.0,A,6500,8.59,0.14,0,2
45000,RENT,1.0,C,2800,13.49,0.06,0,5
44000,MORTGAGE,5.0,D,8000,15.37,0.18,0,8
73000,RENT,6.0,A,10000,8.49,0.14,0,2
24000,RENT,3.0,B,10000,10.38,0.42,1,2
130000,MORTGAGE,3.0,A,10000,6.03,0.08,0,3
80000,RENT,5.0,C,4000,13.92,0.05,0,1
57000,RENT,3.0,B,12800,10.75,0.22,0,2
90000,MORTGAGE,0.0,D,10000,15.33,0.11,0,4
130000,MORTGAGE,2.0,B,8000,11.99,0.06,0,3
33996,RENT,2.0,D,6000,14.96,0.18,1,7
110000,RENT,1.0,C,12000,13.48,0.11,0,9
85000,RENT,0.0,A,9600,9.32,0.11,0,2
36000,RENT,0.0,C,1500,13.16,0.04,0,11
72000,MORTGAGE,15.0,A,5000,7.14,0.07,0,3
75000,MORTGAGE,6.0,A,10000,6.03,0.13,0,5
81996,MORTGAGE,3.0,A,10000,7.88,0.12,0,3
125000,MORTGAGE,1.0,C,20000,13.85,0.16,0,1
55000,OWN,1.0,A,7750,8.94,0.15,0,1
36000,RENT,3.0,B,5000,10.75,0.14,0,3
60000,RENT,6.0,B,4000,11.71,0.07,0,5
69000,MORTGAGE,14.0,C,14000,13.57,0.2,0,12
52000,MORTGAGE,0.0,B,12000,12.53,0.23,0,2
50000,RENT,0.0,A,8000,7.14,0.16,0,6
40000,RENT,5.0,C,8000,12.99,0.2,0,2
69000,MORTGAGE,6.0,D,8000,14.91,0.12,1,2
50000,RENT,5.0,A,10000,6.03,0.2,0,1
33666,RENT,16.0,C,8000,13.98,0.24,1,10
174000,RENT,5.0,A,10000,8.9,0.06,0,6
42996,RENT,4.0,C,6000,14.11,0.14,0,7
82656,OTHER,10.0,C,6000,12.09,0.07,0,12
50000,MORTGAGE,9.0,B,5000,9.91,0.1,0,3
75000,RENT,0.0,A,12000,9.63,0.16,0,1
65000,RENT,6.0,A,9000,9.63,0.14,0,3
87360,RENT,3.0,C,12000,12.99,0.14,0,9
60000,MORTGAGE,9.0,B,15000,9.63,0.25,0,4
25000,RENT,0.0,C,10000,13.49,0.4,1,9
37000,RENT,2.0,B,5000,9.99,0.14,0,1
57000,MORTGAGE,8.0,B,10500,10.25,0.18,0,4
140000,RENT,2.0,C,8400,13.11,0.06,0,6
61754,MORTGAGE,6.0,D,10000,14.83,0.14,1,5
30000,RENT,2.0,C,3000,13.11,0.1,1,12
50000,MORTGAGE,18.0,B,8000,10.71,0.16,0,6
70000,MORTGAGE,6.0,C,25000,13.49,0.36,0,9
85000,MORTGAGE,4.0,C,7500,13.49,0.09,0,6
20000,RENT,1.0,B,4000,10.99,0.2,0,5
60000,RENT,0.0,C,5000,13.8,0.08,0,2
65004,MORTGAGE,5.0,B,8000,9.99,0.12,0,5
130000,MORTGAGE,4.0,D,12800,15.7,0.1,0,9
60000,MORTGAGE,5.0,B,7500,11.49,0.13,0,1
76464,RENT,2.0,C,10000,13.22,0.13,0,2
30000,OWN,4.0,B,5000,10.38,0.17,0,1
48000,MORTGAGE,8.0,A,7200,6.99,0.15,0,5
37200,RENT,5.0,A,9000,6.17,0.24,0,5
120000,RENT,3.0,E,25000,17.04,0.21,0,10
57700,MORTGAGE,9.0,A,3600,6.99,0.06,0,4
65800,RENT,6.0,B,17000,11.83,0.25,0,1
33000,MORTGAGE,6.0,D,5600,15.21,0.17,0,3
36000,RENT,3.0,B,13000,11.14,0.36,1,1
150000,MORTGAGE,4.0,A,12000,7.29,0.08,0,1
44000,RENT,0.0,D,5000,15.99,0.11,1,6
63900,MORTGAGE,2.0,D,6200,15.62,0.1,0,1
30000,RENT,6.0,A,9050,7.29,0.3,0,3
118000,MORTGAGE,3.0,B,15000,10.25,0.13,0,6
90000,MORTGAGE,4.0,B,12000,10.65,0.13,0,1
83600,RENT,7.0,A,15000,8.49,0.19,1,3
54996,RENT,2.0,B,3000,9.96,0.05,0,1
53004,MORTGAGE,3.0,C,8400,11.97,0.16,0,6
44004,MORTGAGE,2.0,A,8000,7.51,0.18,0,5
76000,MORTGAGE,4.0,A,6625,5.42,0.09,0,2
28800,RENT,2.0,B,2500,10.99,0.09,0,1
52000,RENT,1.0,C,10000,12.99,0.19,0,5
104000,MORTGAGE,8.0,C,35000,14.27,0.34,0,11
40000,MORTGAGE,1.0,B,7200,9.88,0.18,0,5
72000,RENT,4.0,B,4800,10.99,0.07,0,5
40000,RENT,5.0,C,12000,13.49,0.3,0,12
42000,RENT,5.0,A,4000,7.9,0.1,0,2
26000,MORTGAGE,6.0,A,4500,7.51,0.17,0,2
62000,MORTGAGE,6.0,A,6000,5.79,0.1,0,6
80000,MORTGAGE,10.0,B,15000,11.12,0.19,0,1
48000,OWN,2.0,B,8000,11.36,0.17,0,1
120996,MORTGAGE,14.0,A,4000,7.14,0.03,0,6
100000,MORTGAGE,1.0,C,10000,13.57,0.1,0,10
43000,RENT,2.0,B,13000,10.62,0.3,0,5
34000,RENT,4.0,D,6000,14.42,0.18,1,5
100000,RENT,0.0,B,13000,10.0,0.13,0,1
50000,RENT,3.0,B,10000,9.99,0.2,0,3
80000,MORTGAGE,4.0,B,10000,11.99,0.13,0,2
150000,MORTGAGE,1.0,B,20000,11.48,0.13,0,1
30000,RENT,4.0,D,4800,18.25,0.16,0,3
60000,MORTGAGE,11.0,A,3500,7.68,0.06,0,3
68000,RENT,1.0,B,15000,11.89,0.22,0,1
65000,RENT,5.0,A,10000,6.03,0.15,0,1
38400,MORTGAGE,3.0,B,3000,12.69,0.08,0,1
75000,RENT,5.0,B,7800,10.99,0.11,0,6
90000,MORTGAGE,0.0,A,3350,5.42,0.03,0,3
48000,MORTGAGE,5.0,B,1000,11.99,0.02,0,1
56000,MORTGAGE,8.0,D,15000,15.65,0.27,1,9
30000,MORTGAGE,5.0,C,1000,13.79,0.03,0,12
60000,RENT,13.0,B,8000,10.99,0.13,0,5
24000,RENT,5.0,B,5500,10.36,0.23,0,1
70000,MORTGAGE,8.0,A,4000,7.9,0.06,0,5
49000,MORTGAGE,8.0,A,6500,6.03,0.14,0,6
114996,MORTGAGE,21.0,B,4500,11.71,0.04,0,3
33280,RENT,2.0,C,8500,13.92,0.25,0,6
68000,RENT,3.0,C,10000,12.99,0.15,0,7
49500,RENT,0.0,C,15000,15.96,0.3,0,1
96000,RENT,1.0,B,12000,10.99,0.13,0,1
82000,MORTGAGE,3.0,B,6000,10.99,0.07,0,5
90000,RENT,0.0,A,12000,6.62,0.13,0,1
69996,RENT,3.0,C,6000,12.29,0.09,0,9
50000,RENT,8.0,C,1200,14.65,0.02,0,12
29000,RENT,3.0,D,4000,14.46,0.14,1,11
85000,MORTGAGE,8.0,A,3000,7.9,0.04,0,4
50000,RENT,6.0,D,7000,14.96,0.14,0,9
75000,MORTGAGE,2.0,A,4500,6.76,0.06,0,1
65000,OWN,8.0,A,10000,6.99,0.15,0,4
140000,MORTGAGE,11.0,A,25000,8.94,0.18,0,5
50000,RENT,6.0,C,15000,13.06,0.3,0,7
156000,MORTGAGE,14.0,B,15000,10.62,0.1,0,4
105000,MORTGAGE,5.0,A,5000,7.88,0.05,0,4
100000,MORTGAGE,10.0,A,20000,6.91,0.2,0,6
90000,MORTGAGE,5.0,A,14000,6.17,0.16,0,2
48000,RENT,4.0,C,6600,13.49,0.14,0,2
88000,MORTGAGE,7.0,D,15000,15.99,0.17,0,4
60000,MORTGAGE,7.0,A,7000,5.99,0.12,0,2
75000,MORTGAGE,7.0,B,5000,10.59,0.07,0,2
72000,MORTGAGE,8.0,D,15000,14.74,0.21,0,7
80000,MORTGAGE,2.0,B,11000,10.99,0.14,0,1
49232,RENT,7.0,B,8500,9.99,0.17,0,2
43200,RENT,3.0,B,10000,10.74,0.23,0,2
71884,MORTGAGE,15.0,B,15000,10.65,0.21,0,3
67000,RENT,3.0,B,20000,12.21,0.3,0,5
69996,MORTGAGE,5.0,C,6000,13.98,0.09,0,1
24000,RENT,3.0,E,4000,19.03,0.17,1,7
72000,MORTGAGE,3.0,B,15000,11.86,0.21,0,5
41600,MORTGAGE,3.0,D,6000,16.07,0.14,0,1
90000,RENT,8.0,B,7000,10.99,0.08,0,3
18000,RENT,2.0,E,5000,16.32,0.28,1,7
60000,RENT,2.0,B,7000,9.99,0.12,0,6
37440,RENT,3.0,A,8000,8.49,0.21,0,2
131040,MORTGAGE,0.0,C,8000,13.35,0.06,0,11
52800,RENT,4.0,A,7000,8.59,0.13,0,2
33600,RENT,0.0,B,1000,10.99,0.03,0,1
30000,RENT,1.0,C,6000,15.23,0.2,0,12
20000,RENT,1.0,A,5000,7.74,0.25,0,5
42000,RENT,0.0,D,4500,14.61,0.11,0,9
50004,MORTGAGE,5.0,D,12000,15.62,0.24,0,9
82000,RENT,4.0,B,12000,11.99,0.15,0,2
44000,MORTGAGE,2.0,A,10000,8.94,0.23,0,5
60000,RENT,3.0,B,7000,9.99,0.12,0,3
40000,MORTGAGE,9.0,C,2500,13.49,0.06,0,2
75000,RENT,2.0,B,12000,11.71,0.16,0,1
60000,MORTGAGE,4.0,A,4800,6.54,0.08,0,5
50000,OWN,14.0,B,6000,10.59,0.12,0,1
30000,RENT,5.0,B,5000,12.53,0.17,0,5
60000,MORTGAGE,1.0,A,10000,6.17,0.17,0,4
135000,MORTGAGE,9.0,A,12000,7.88,0.09,0,4
42000,OWN,5.0,C,10000,13.98,0.24,0,8
40500,RENT,1.0,C,8000,14.26,0.2,0,9
78000,MORTGAGE,1.0,C,5000,15.96,0.06,0,9
40000,MORTGAGE,1.0,A,10000,5.79,0.25,0,2
36000,MORTGAGE,4.0,A,3000,6.99,0.09,0,3
63000,RENT,7.0,B,3000,9.91,0.05,0,2
50000,MORTGAGE,6.0,B,9000,10.65,0.18,0,2
39996,RENT,2.0,A,2500,7.14,0.06,0,2
63600,RENT,4.0,C,12000,13.23,0.19,1,6
85000,MORTGAGE,7.0,B,35000,10.65,0.39,0,2
54000,RENT,9.0,B,5000,10.99,0.09,0,6
175000,MORTGAGE,5.0,A,14400,6.62,0.08,0,3
